Date;Rainfall
25/01/2009;0
26/01/2009;0
27/01/2009;0
28/01/2009;0
29/01/2009;0
30/01/2009;0
31/01/2009;0
01/02/2009;0
02/02/2009;0
03/02/2009;0
04/02/2009;0
05/02/2009;0
06/02/2009;0
07/02/2009;0
08/02/2009;0
09/02/2009;0
10/02/2009;0
11/02/2009;0
12/02/2009;0
13/02/2009;0
14/02/2009;0
15/02/2009;0
16/02/2009;0
17/02/2009;0
18/02/2009;0
19/02/2009;0
20/02/2009;0
21/02/2009;0
22/02/2009;0
23/02/2009;0
24/02/2009;0
25/02/2009;0
26/02/2009;0
27/02/2009;0
28/02/2009;0
01/03/2009;0
02/03/2009;0
03/03/2009;0
04/03/2009;0
05/03/2009;0
06/03/2009;0
07/03/2009;0
08/03/2009;0
09/03/2009;0
10/03/2009;0
11/03/2009;0
12/03/2009;0
13/03/2009;0
14/03/2009;0
15/03/2009;0
16/03/2009;0
17/03/2009;0
18/03/2009;0
19/03/2009;0
20/03/2009;0
21/03/2009;0
22/03/2009;0
23/03/2009;0
24/03/2009;0
25/03/2009;0
26/03/2009;0
27/03/2009;0
28/03/2009;0
29/03/2009;0
30/03/2009;0
31/03/2009;0
01/04/2009;0
02/04/2009;0
03/04/2009;0
04/04/2009;0
05/04/2009;0
06/04/2009;0
07/04/2009;0
08/04/2009;0
09/04/2009;0
10/04/2009;0
11/04/2009;0
12/04/2009;0
13/04/2009;0
14/04/2009;0
15/04/2009;0
16/04/2009;0
17/04/2009;0
18/04/2009;0
19/04/2009;0
20/04/2009;0
21/04/2009;0
22/04/2009;0
23/04/2009;0
24/04/2009;0
25/04/2009;0
26/04/2009;0
27/04/2009;0
28/04/2009;0
29/04/2009;0
30/04/2009;0
01/05/2009;0
02/05/2009;0
03/05/2009;0
04/05/2009;0
05/05/2009;0
06/05/2009;0
07/05/2009;0
08/05/2009;0
09/05/2009;0
10/05/2009;0
11/05/2009;0
12/05/2009;0
13/05/2009;0
14/05/2009;0
15/05/2009;0
16/05/2009;0
17/05/2009;0
18/05/2009;0
19/05/2009;0
20/05/2009;0
21/05/2009;0
22/05/2009;0
23/05/2009;0
24/05/2009;0
25/05/2009;0
26/05/2009;0
27/05/2009;0
28/05/2009;0
29/05/2009;0
30/05/2009;0
31/05/2009;0
01/06/2009;0
02/06/2009;0
03/06/2009;0
04/06/2009;0
05/06/2009;0
06/06/2009;0
07/06/2009;0
08/06/2009;0
09/06/2009;0
10/06/2009;0
11/06/2009;0
12/06/2009;0
13/06/2009;0
14/06/2009;0
15/06/2009;0
16/06/2009;0
17/06/2009;0
18/06/2009;0
19/06/2009;0
20/06/2009;0
21/06/2009;0
22/06/2009;0
23/06/2009;0
24/06/2009;0
25/06/2009;0
26/06/2009;0
27/06/2009;0
28/06/2009;0
29/06/2009;0
30/06/2009;0
01/07/2009;0
02/07/2009;0
03/07/2009;0
04/07/2009;0
05/07/2009;0
06/07/2009;0
07/07/2009;0
08/07/2009;0
09/07/2009;0
10/07/2009;0
11/07/2009;0
12/07/2009;0
13/07/2009;0
14/07/2009;0
15/07/2009;0
16/07/2009;0
17/07/2009;0
18/07/2009;0
19/07/2009;0
20/07/2009;0
21/07/2009;0
22/07/2009;0
23/07/2009;0
24/07/2009;0
25/07/2009;0
26/07/2009;0
27/07/2009;0
28/07/2009;0
29/07/2009;0
30/07/2009;0
31/07/2009;0
01/08/2009;0
02/08/2009;0
03/08/2009;0
04/08/2009;0
05/08/2009;0
06/08/2009;0
07/08/2009;0
08/08/2009;0
09/08/2009;0
10/08/2009;3.8
11/08/2009;0
12/08/2009;1.5
13/08/2009;0
14/08/2009;0
15/08/2009;0
16/08/2009;0
17/08/2009;0
18/08/2009;0
19/08/2009;0
20/08/2009;0
21/08/2009;0
22/08/2009;0
23/08/2009;0
24/08/2009;0
25/08/2009;0
26/08/2009;0
27/08/2009;0
28/08/2009;0
29/08/2009;0
30/08/2009;0
31/08/2009;0
01/09/2009;0
02/09/2009;0
03/09/2009;0
04/09/2009;0
05/09/2009;0
06/09/2009;0
07/09/2009;0
08/09/2009;0
09/09/2009;0
10/09/2009;0
11/09/2009;0
12/09/2009;0
13/09/2009;0
14/09/2009;0
15/09/2009;0
16/09/2009;0
17/09/2009;0
18/09/2009;0
19/09/2009;0
20/09/2009;0
21/09/2009;0
22/09/2009;0
23/09/2009;0
24/09/2009;0
25/09/2009;1.5
26/09/2009;0
27/09/2009;3.3
28/09/2009;0.3
29/09/2009;1.5
30/09/2009;0
01/10/2009;0
02/10/2009;4.8
03/10/2009;0
04/10/2009;0
05/10/2009;0
06/10/2009;0
07/10/2009;0
08/10/2009;0
09/10/2009;0
10/10/2009;0
11/10/2009;0.3
12/10/2009;0
13/10/2009;0
14/10/2009;7.4
15/10/2009;0
16/10/2009;0.5
17/10/2009;0
18/10/2009;0
19/10/2009;0
20/10/2009;0
21/10/2009;0
22/10/2009;0
23/10/2009;0.8
24/10/2009;0
25/10/2009;0
26/10/2009;0
27/10/2009;0
28/10/2009;0
29/10/2009;0.3
30/10/2009;0
31/10/2009;0
01/11/2009;0
02/11/2009;0
03/11/2009;0
04/11/2009;0
05/11/2009;0
06/11/2009;0
07/11/2009;0
08/11/2009;0
09/11/2009;0
10/11/2009;0
11/11/2009;0
12/11/2009;0
13/11/2009;0
14/11/2009;0
15/11/2009;0
16/11/2009;0
17/11/2009;0
18/11/2009;7.1
19/11/2009;7.4
20/11/2009;0
21/11/2009;0
22/11/2009;0
23/11/2009;0
24/11/2009;0
25/11/2009;1.3
26/11/2009;0
27/11/2009;0.3
28/11/2009;5.8
29/11/2009;0
30/11/2009;0
01/12/2009;0
02/12/2009;0
03/12/2009;0
04/12/2009;0
05/12/2009;6.1
06/12/2009;0.3
07/12/2009;0.3
08/12/2009;0
09/12/2009;0
10/12/2009;0
11/12/2009;0
12/12/2009;0
13/12/2009;0
14/12/2009;5.1
15/12/2009;1.5
16/12/2009;0
17/12/2009;0
18/12/2009;0
19/12/2009;0
20/12/2009;1
21/12/2009;1.5
22/12/2009;0.3
23/12/2009;0
24/12/2009;0.8
25/12/2009;4.6
26/12/2009;0
27/12/2009;0
28/12/2009;0
29/12/2009;0.8
30/12/2009;7.6
31/12/2009;9.9
01/01/2010;0
02/01/2010;0
03/01/2010;0
04/01/2010;1.5
05/01/2010;2.8
06/01/2010;1
07/01/2010;0
08/01/2010;0
09/01/2010;6.6
10/01/2010;0.3
11/01/2010;0
12/01/2010;0
13/01/2010;8.6
14/01/2010;11.9
15/01/2010;12.7
16/01/2010;0
17/01/2010;0
18/01/2010;3.6
19/01/2010;31
20/01/2010;0.5
21/01/2010;10.7
22/01/2010;0
23/01/2010;0
24/01/2010;0
25/01/2010;0
26/01/2010;0
27/01/2010;0
28/01/2010;0
29/01/2010;0
30/01/2010;0
31/01/2010;0
01/02/2010;0
02/02/2010;0
03/02/2010;0
04/02/2010;0
05/02/2010;0
06/02/2010;0
07/02/2010;0.8
08/02/2010;2.3
09/02/2010;0.3
10/02/2010;0
11/02/2010;0
12/02/2010;0
13/02/2010;0
14/02/2010;0
15/02/2010;0
16/02/2010;0
17/02/2010;0
18/02/2010;0
19/02/2010;0
20/02/2010;0
21/02/2010;0
22/02/2010;0
23/02/2010;0
24/02/2010;0
25/02/2010;0
26/02/2010;0
27/02/2010;0
28/02/2010;0
01/03/2010;1
02/03/2010;0
03/03/2010;0
04/03/2010;0
05/03/2010;0
06/03/2010;0
07/03/2010;0
08/03/2010;0.8
09/03/2010;0
10/03/2010;22.4
11/03/2010;2.3
12/03/2010;0.3
13/03/2010;0
14/03/2010;0
15/03/2010;0
16/03/2010;0.3
17/03/2010;9.4
18/03/2010;0
19/03/2010;0.3
20/03/2010;0.3
21/03/2010;0
22/03/2010;0.5
23/03/2010;1.8
24/03/2010;0
25/03/2010;0
26/03/2010;0.5
27/03/2010;0
28/03/2010;25.7
29/03/2010;2.3
30/03/2010;0
31/03/2010;0
01/04/2010;0
02/04/2010;0
03/04/2010;0
04/04/2010;0
05/04/2010;0
06/04/2010;0
07/04/2010;0
08/04/2010;0
09/04/2010;0
10/04/2010;0.3
11/04/2010;0
12/04/2010;0
13/04/2010;0
14/04/2010;0
15/04/2010;0
16/04/2010;0.3
17/04/2010;0
18/04/2010;0
19/04/2010;0
20/04/2010;0
21/04/2010;0
22/04/2010;0
23/04/2010;0
24/04/2010;0
25/04/2010;0
26/04/2010;0
27/04/2010;0
28/04/2010;0.5
29/04/2010;0
30/04/2010;0
01/05/2010;0
02/05/2010;0.5
03/05/2010;0.5
04/05/2010;0
05/05/2010;0
06/05/2010;0
07/05/2010;0
08/05/2010;0
09/05/2010;0
10/05/2010;2.3
11/05/2010;0
12/05/2010;0
13/05/2010;0
14/05/2010;0
15/05/2010;0
16/05/2010;0
17/05/2010;0
18/05/2010;0
19/05/2010;0
20/05/2010;0
21/05/2010;0
22/05/2010;0
23/05/2010;0
24/05/2010;0
25/05/2010;0
26/05/2010;0
27/05/2010;0
28/05/2010;0
29/05/2010;0
30/05/2010;0
31/05/2010;0
01/06/2010;0
02/06/2010;0
03/06/2010;0
04/06/2010;0
05/06/2010;0
06/06/2010;0
07/06/2010;0
08/06/2010;0
09/06/2010;0
10/06/2010;0
11/06/2010;0
12/06/2010;0
13/06/2010;0
14/06/2010;0
15/06/2010;0
16/06/2010;0
17/06/2010;0
18/06/2010;0
19/06/2010;0
20/06/2010;0
21/06/2010;0
22/06/2010;0
23/06/2010;0
24/06/2010;0
25/06/2010;0
26/06/2010;0
27/06/2010;0
28/06/2010;0
29/06/2010;0
30/06/2010;0
01/07/2010;0
02/07/2010;0
03/07/2010;0
04/07/2010;0
05/07/2010;0
06/07/2010;0
07/07/2010;0
08/07/2010;0
09/07/2010;0
10/07/2010;0
11/07/2010;0
12/07/2010;0
13/07/2010;0
14/07/2010;0
15/07/2010;0
16/07/2010;0
17/07/2010;0
18/07/2010;0
19/07/2010;0
20/07/2010;0
21/07/2010;0
22/07/2010;0
23/07/2010;0
24/07/2010;0
25/07/2010;0
26/07/2010;0
27/07/2010;0
28/07/2010;0
29/07/2010;0
30/07/2010;0
31/07/2010;0
01/08/2010;0
02/08/2010;0
03/08/2010;0
04/08/2010;0
05/08/2010;0
06/08/2010;0
07/08/2010;0
08/08/2010;0
09/08/2010;0
10/08/2010;0
11/08/2010;0
12/08/2010;0
13/08/2010;0
14/08/2010;0
15/08/2010;0
16/08/2010;0
17/08/2010;0
18/08/2010;0
19/08/2010;0
20/08/2010;0
21/08/2010;0
22/08/2010;0
23/08/2010;0
24/08/2010;0
25/08/2010;0
26/08/2010;0
27/08/2010;0
28/08/2010;0
29/08/2010;0
30/08/2010;0
31/08/2010;0
01/09/2010;0
02/09/2010;0
03/09/2010;0
04/09/2010;0
05/09/2010;0
06/09/2010;0
07/09/2010;0
08/09/2010;0
09/09/2010;0
10/09/2010;0
11/09/2010;0
12/09/2010;0
13/09/2010;0
14/09/2010;0
15/09/2010;0
16/09/2010;0
17/09/2010;0
18/09/2010;0
19/09/2010;0
20/09/2010;0
21/09/2010;0
22/09/2010;0
23/09/2010;0
24/09/2010;0
25/09/2010;0
26/09/2010;0
27/09/2010;0
28/09/2010;0
29/09/2010;0.8
30/09/2010;1
01/10/2010;0
02/10/2010;0
03/10/2010;0
04/10/2010;0
05/10/2010;0
06/10/2010;0
07/10/2010;0
08/10/2010;0
09/10/2010;0
10/10/2010;0
11/10/2010;0
12/10/2010;0
13/10/2010;0
14/10/2010;0
15/10/2010;0
16/10/2010;0
17/10/2010;0
18/10/2010;0
19/10/2010;0
20/10/2010;0
21/10/2010;0
22/10/2010;0
23/10/2010;0
24/10/2010;0
25/10/2010;0
26/10/2010;0
27/10/2010;0
28/10/2010;0
29/10/2010;0
30/10/2010;0
31/10/2010;0
01/11/2010;0
02/11/2010;0
03/11/2010;0
04/11/2010;0
05/11/2010;0
06/11/2010;0
07/11/2010;0
08/11/2010;0
09/11/2010;0
10/11/2010;0
11/11/2010;0
12/11/2010;0.5
13/11/2010;0
14/11/2010;0
15/11/2010;2.5
16/11/2010;4.3
17/11/2010;13.7
18/11/2010;4.1
19/11/2010;0
20/11/2010;0
21/11/2010;0
22/11/2010;0
23/11/2010;3.3
24/11/2010;0
25/11/2010;0
26/11/2010;0
27/11/2010;0
28/11/2010;0
29/11/2010;0
30/11/2010;0.3
01/12/2010;0
02/12/2010;0
03/12/2010;0
04/12/2010;0
05/12/2010;0
06/12/2010;3.1
07/12/2010;3.3
08/12/2010;0
09/12/2010;0
10/12/2010;0
11/12/2010;0
12/12/2010;0
13/12/2010;0
14/12/2010;0.5
15/12/2010;0.3
16/12/2010;0
17/12/2010;0
18/12/2010;0
19/12/2010;0
20/12/2010;0
21/12/2010;0
22/12/2010;0
23/12/2010;0
24/12/2010;0
25/12/2010;0
26/12/2010;0
27/12/2010;0
28/12/2010;0
29/12/2010;0.5
30/12/2010;12.7
31/12/2010;1.5
01/01/2011;0.3
02/01/2011;4.3
03/01/2011;5.3
04/01/2011;14.2
05/01/2011;0.3
06/01/2011;9.1
07/01/2011;5.8
08/01/2011;0
09/01/2011;0
10/01/2011;0
11/01/2011;0
12/01/2011;1.5
13/01/2011;22.6
14/01/2011;4.3
15/01/2011;5.3
16/01/2011;14.5
17/01/2011;3.1
18/01/2011;7.4
19/01/2011;15
20/01/2011;11.2
21/01/2011;12.2
22/01/2011;0.3
23/01/2011;0
24/01/2011;0
25/01/2011;0
26/01/2011;2.5
27/01/2011;9.1
28/01/2011;6.6
29/01/2011;6.9
30/01/2011;0.8
31/01/2011;0.3
01/02/2011;0
02/02/2011;0
03/02/2011;5.3
04/02/2011;0
05/02/2011;0
06/02/2011;3.8
07/02/2011;0.8
08/02/2011;8.9
09/02/2011;8.9
10/02/2011;2.5
11/02/2011;0
12/02/2011;0
13/02/2011;0.3
14/02/2011;0
15/02/2011;0
16/02/2011;0
17/02/2011;2.3
18/02/2011;2
19/02/2011;3.3
20/02/2011;0
21/02/2011;0
22/02/2011;11.2
23/02/2011;0
24/02/2011;0
25/02/2011;0.8
26/02/2011;0.5
27/02/2011;0.5
28/02/2011;0.3
01/03/2011;0
02/03/2011;0
03/03/2011;0
04/03/2011;0.3
05/03/2011;19.8
06/03/2011;0
07/03/2011;0
08/03/2011;0
09/03/2011;0.5
10/03/2011;1.5
11/03/2011;0.8
12/03/2011;0
13/03/2011;3.3
14/03/2011;0.8
15/03/2011;17
16/03/2011;5.1
17/03/2011;7.6
18/03/2011;0
19/03/2011;0
20/03/2011;0
21/03/2011;14.5
22/03/2011;0.3
23/03/2011;0.3
24/03/2011;5.6
25/03/2011;10.4
26/03/2011;9.9
27/03/2011;0.3
28/03/2011;3.3
29/03/2011;0.5
30/03/2011;0.3
31/03/2011;0
01/04/2011;0
02/04/2011;0
03/04/2011;1
04/04/2011;0
05/04/2011;0.3
06/04/2011;0
07/04/2011;0
08/04/2011;0
09/04/2011;0
10/04/2011;0
11/04/2011;0
12/04/2011;2
13/04/2011;4.6
14/04/2011;7.1
15/04/2011;1.5
16/04/2011;0.8
17/04/2011;4.8
18/04/2011;3.3
19/04/2011;0.3
20/04/2011;19.1
21/04/2011;0.3
22/04/2011;0
23/04/2011;0.3
24/04/2011;12.5
25/04/2011;3.8
26/04/2011;0.3
27/04/2011;0
28/04/2011;9.9
29/04/2011;0.3
30/04/2011;0
01/05/2011;0
02/05/2011;0
03/05/2011;0
04/05/2011;0
05/05/2011;0
06/05/2011;0
07/05/2011;0
08/05/2011;0
09/05/2011;0
10/05/2011;0
11/05/2011;0
12/05/2011;0
13/05/2011;0
14/05/2011;0
15/05/2011;0
16/05/2011;0
17/05/2011;3.6
18/05/2011;0
19/05/2011;0
20/05/2011;0
21/05/2011;0
22/05/2011;0
23/05/2011;0
24/05/2011;0
25/05/2011;0
26/05/2011;0
27/05/2011;0
28/05/2011;0
29/05/2011;0
30/05/2011;0
31/05/2011;0
01/06/2011;0
02/06/2011;0
03/06/2011;0
04/06/2011;0
05/06/2011;0
06/06/2011;0
07/06/2011;0
08/06/2011;0
09/06/2011;0
10/06/2011;0
11/06/2011;0
12/06/2011;0
13/06/2011;0
14/06/2011;0
15/06/2011;0
16/06/2011;0
17/06/2011;0
18/06/2011;0
19/06/2011;0
20/06/2011;0
21/06/2011;0
22/06/2011;0
23/06/2011;0
24/06/2011;0
25/06/2011;0
26/06/2011;0
27/06/2011;0
28/06/2011;0
29/06/2011;0
30/06/2011;0
01/07/2011;0
02/07/2011;0
03/07/2011;0
04/07/2011;0
05/07/2011;0
06/07/2011;0
07/07/2011;0
08/07/2011;0
09/07/2011;0
10/07/2011;0
11/07/2011;0
12/07/2011;0
13/07/2011;0
14/07/2011;0
15/07/2011;0
16/07/2011;0
17/07/2011;0
18/07/2011;0
19/07/2011;0
20/07/2011;0
21/07/2011;0
22/07/2011;0
23/07/2011;0
24/07/2011;0
25/07/2011;0
26/07/2011;0
27/07/2011;0
28/07/2011;0
29/07/2011;0
30/07/2011;0
31/07/2011;0
01/08/2011;0
02/08/2011;0
03/08/2011;0
04/08/2011;0
05/08/2011;0
06/08/2011;0
07/08/2011;0
08/08/2011;0
09/08/2011;0
10/08/2011;0
11/08/2011;0
12/08/2011;0
13/08/2011;0
14/08/2011;0
15/08/2011;0
16/08/2011;0
17/08/2011;0
18/08/2011;0
19/08/2011;0
20/08/2011;0
21/08/2011;0
22/08/2011;0
23/08/2011;0
24/08/2011;0
25/08/2011;0
26/08/2011;0
27/08/2011;0
28/08/2011;0
29/08/2011;0
30/08/2011;0
31/08/2011;0
01/09/2011;0
02/09/2011;0
03/09/2011;0
04/09/2011;0
05/09/2011;0
06/09/2011;0
07/09/2011;0
08/09/2011;0
09/09/2011;0
10/09/2011;0
11/09/2011;0
12/09/2011;0
13/09/2011;0
14/09/2011;0
15/09/2011;0
16/09/2011;0
17/09/2011;0
18/09/2011;0
19/09/2011;0
20/09/2011;0
21/09/2011;0
22/09/2011;0
23/09/2011;0
24/09/2011;0
25/09/2011;0
26/09/2011;0
27/09/2011;0
28/09/2011;0
29/09/2011;0
30/09/2011;0
01/10/2011;0
02/10/2011;0
03/10/2011;0
04/10/2011;0
05/10/2011;0
06/10/2011;0
07/10/2011;0
08/10/2011;0
09/10/2011;0
10/10/2011;0
11/10/2011;0
12/10/2011;0
13/10/2011;0
14/10/2011;0
15/10/2011;0
16/10/2011;0
17/10/2011;0
18/10/2011;0
19/10/2011;0
20/10/2011;0
21/10/2011;0
22/10/2011;0
23/10/2011;0
24/10/2011;0
25/10/2011;0
26/10/2011;0
27/10/2011;0
28/10/2011;0
29/10/2011;0.3
30/10/2011;0.3
31/10/2011;0
01/11/2011;0
02/11/2011;0
03/11/2011;0
04/11/2011;0
05/11/2011;0
06/11/2011;0
07/11/2011;0
08/11/2011;0
09/11/2011;0
10/11/2011;0
11/11/2011;0
12/11/2011;0
13/11/2011;0
14/11/2011;0
15/11/2011;0
16/11/2011;0
17/11/2011;1.8
18/11/2011;0.3
19/11/2011;0
20/11/2011;21.8
21/11/2011;22.1
22/11/2011;0
23/11/2011;0
24/11/2011;0
25/11/2011;0.3
26/11/2011;0
27/11/2011;1
28/11/2011;6.1
29/11/2011;0
30/11/2011;5.1
01/12/2011;7.6
02/12/2011;0
03/12/2011;0
04/12/2011;19.1
05/12/2011;2.3
06/12/2011;6.9
07/12/2011;0.5
08/12/2011;3.3
09/12/2011;3.6
10/12/2011;0
11/12/2011;0
12/12/2011;0
13/12/2011;0
14/12/2011;0
15/12/2011;0
16/12/2011;0
17/12/2011;0
18/12/2011;0
19/12/2011;0
20/12/2011;0
21/12/2011;0
22/12/2011;0
23/12/2011;0
24/12/2011;0
25/12/2011;5.1
26/12/2011;0
27/12/2011;0
28/12/2011;0
29/12/2011;0
30/12/2011;0
31/12/2011;0
01/01/2012;0
02/01/2012;0
03/01/2012;0
04/01/2012;0
05/01/2012;0.3
06/01/2012;0.3
07/01/2012;1.8
08/01/2012;5.3
09/01/2012;0
10/01/2012;1
11/01/2012;0.3
12/01/2012;4.3
13/01/2012;4.3
14/01/2012;0.5
15/01/2012;9.9
16/01/2012;6.1
17/01/2012;8.1
18/01/2012;17.3
19/01/2012;0.3
20/01/2012;24.1
21/01/2012;2.8
22/01/2012;1.5
23/01/2012;10.9
24/01/2012;1.8
25/01/2012;0
26/01/2012;0
27/01/2012;0
28/01/2012;0
29/01/2012;0
30/01/2012;1
31/01/2012;2.3
01/02/2012;27.7
02/02/2012;0.3
03/02/2012;0
04/02/2012;0
05/02/2012;4.1
06/02/2012;22.4
07/02/2012;9.4
08/02/2012;1.8
09/02/2012;27.4
10/02/2012;0
11/02/2012;19.8
12/02/2012;20.1
13/02/2012;0
14/02/2012;0
15/02/2012;0.3
16/02/2012;14.2
17/02/2012;15.2
18/02/2012;0.3
19/02/2012;0
20/02/2012;0
21/02/2012;3.3
22/02/2012;4.1
23/02/2012;0.3
24/02/2012;2.5
25/02/2012;3.3
26/02/2012;12.7
27/02/2012;12.7
28/02/2012;0
29/02/2012;0
01/03/2012;0
02/03/2012;0
03/03/2012;3.1
04/03/2012;0.3
05/03/2012;0
06/03/2012;1.5
