Date;T;DewT;rH;Phpa;vms;vmax;Tmax;Tmin;R
21/07/2011;;;;;;;;;
22/07/2011;;;;;;;;;
23/07/2011;;;;;;;;;
24/07/2011;;;;;;;;;
25/07/2011;18.4;-14.4;9.5;853.5;2.1;3.1;23.2;12;
26/07/2011;14.8;-8;20;854.2;1.5;2.1;24.6;3.9;
27/07/2011;;;;;;;;;
28/07/2011;16.8;-5.5;21.3;855.3;1.7;2.1;23.7;5.2;
29/07/2011;13.5;-10;18.6;857.3;3;4.1;23.7;6.1;
30/07/2011;12.4;-11.7;17.4;858.7;2.9;4.1;23.1;5.4;
31/07/2011;14.7;-9.7;17.6;858.9;3.9;7.2;23.8;6.2;
01/08/2011;14.5;-5.5;24.6;858.4;2.4;4.6;26.3;3.7;
02/08/2011;19.4;-3.6;20.8;858;2.2;4.1;27.1;8.2;
03/08/2011;16.2;-2.9;26.8;858.6;2.1;3.1;27.4;8.4;
04/08/2011;15.3;-3.3;27.5;858.2;2.3;4.1;27.5;6.7;
05/08/2011;15.4;-2.9;28.3;858;1.7;2.6;27.6;5.4;
06/08/2011;17.7;-2.4;25.2;858.5;2.8;4.6;27.6;10.8;
07/08/2011;;;;;;;;;
08/08/2011;;;;;;;;;
09/08/2011;;;;;;;;;
10/08/2011;13.1;-5.8;26.4;857.5;1.1;2.1;29.6;6.7;
11/08/2011;17.2;-7;18.5;856.8;1.5;2.1;30.3;9.8;
12/08/2011;14.1;-7.1;22.4;857;1;3.1;30.3;7.8;
13/08/2011;;;;;;;;;
14/08/2011;;;;;;;;;
15/08/2011;;;;;;;;;
16/08/2011;;;;;;;;;
17/08/2011;;;;;;;;;
18/08/2011;21.4;-3;19.2;856.1;2.5;4.1;27.7;12.8;
19/08/2011;14.8;-1.1;33.6;856.8;1.7;3.1;28;8.3;
20/08/2011;12.1;-3.8;32.9;855.8;0.4;1;28.6;6.8;
21/08/2011;12.4;-8.2;22.9;855.2;1.3;2.6;28.6;5.7;
22/08/2011;;;;;;;;;
23/08/2011;;;;;;;;;
24/08/2011;;;;;;;;;
25/08/2011;;;;;;;;;
26/08/2011;;;;;;;;;
27/08/2011;;;;;;;;;
28/08/2011;;;;;;;;;
29/08/2011;;;;;;;;;
30/08/2011;;;;;;;;;
31/08/2011;;;;;;;;;
01/09/2011;;;;;;;;;
02/09/2011;;;;;;;;;
03/09/2011;;;;;;;;;
04/09/2011;;;;;;;;;
05/09/2011;;;;;;;;;
06/09/2011;;;;;;;;;
07/09/2011;26.8;-4.6;12.4;857.9;2.8;6.2;32.7;17.5;
08/09/2011;23.9;-6.7;12.5;857.1;2.3;3.6;33.1;15.7;
09/09/2011;22.2;-7.3;13.3;856.7;2.5;4.1;33.2;10.2;
10/09/2011;22.2;-8.2;12.4;857.3;1.8;2.6;33.2;9.2;
11/09/2011;21.4;-7.5;13.7;857.1;1.3;2.6;33.2;8.7;
12/09/2011;;;;;;;;;
13/09/2011;23.1;-7.3;12.5;853.9;2.1;3.1;30.1;7.4;
14/09/2011;21.9;-6.4;14.5;855.2;2.1;3.6;32.6;10.1;
15/09/2011;22.6;-6.4;13.8;856.5;1.9;2.6;33.7;11.1;
16/09/2011;24.7;-7.2;11.5;857.2;3.3;5.7;33.7;16.1;
17/09/2011;23.1;-9.7;10.4;856.5;2.4;4.1;32.8;14.8;
18/09/2011;25.2;-0.9;17.9;856.4;2.3;3.6;33.5;15.4;
19/09/2011;25.7;-6.3;11.6;855.9;1.9;3.1;34.7;14.4;
20/09/2011;24.5;-9.6;9.6;855.9;2;2.6;34.7;13.8;
21/09/2011;24.8;-12.4;7.6;856.4;2.4;3.6;34.6;13.7;
22/09/2011;;;;;;;;;
23/09/2011;;;;;;;;;
24/09/2011;;;;;;;;;
25/09/2011;;;;;;;;;
26/09/2011;;;;;;;;;
27/09/2011;;;;;;;;;
28/09/2011;;;;;;;;;
29/09/2011;22.7;3.7;28.9;855.1;1.9;2.1;32.5;14.1;
30/09/2011;25.7;3.1;23;854.9;2.1;4.6;33.1;13.4;
01/10/2011;;;;;;;;;
02/10/2011;;;;;;;;;
03/10/2011;25.9;-9.2;9.1;854.7;2.8;5.1;30.5;21;
04/10/2011;;;;;;;;;
05/10/2011;;;;;;;;;
06/10/2011;;;;;;;;;
07/10/2011;26.8;2.4;20.6;857;3.9;5.1;31.4;17;
08/10/2011;24.2;-0.5;19.5;856.5;3;5.1;32.2;17.3;
09/10/2011;24.1;-5.9;13.2;856.9;3;5.1;32.4;16.9;
10/10/2011;23.3;-7.3;12.3;857.1;3.3;5.7;32.4;14.8;
11/10/2011;23.6;-5.6;13.9;856.2;2.9;4.1;31.9;16.2;
12/10/2011;;;;;;;;;
13/10/2011;;;;;;;;;
14/10/2011;;;;;;;;;
15/10/2011;;;;;;;;;
16/10/2011;;;;;;;;;
17/10/2011;;;;;;;;;
18/10/2011;23.2;-5.6;14.2;851;2.5;5.1;36.3;12.5;
19/10/2011;20.3;-7.8;14.3;852.1;2.6;5.1;33.4;10.8;
20/10/2011;20.9;-6.7;15;852.6;2.7;5.7;32.3;10.4;
21/10/2011;24.6;-2.8;16.2;852;2.1;4.6;35.6;10.5;
22/10/2011;27.4;-0.8;15.8;851.7;1.5;3.1;37.3;12.8;
23/10/2011;30.6;-0.2;13.8;852.1;2.8;5.7;38.2;20.6;
24/10/2011;29.2;3.8;19.9;853.2;2.6;4.1;38.2;21.2;
25/10/2011;25.1;2.6;23.1;851.6;2.1;3.6;37.8;14.3;
26/10/2011;24.3;-3.1;16.1;851.6;1.9;3.1;36;15.4;
27/10/2011;20.2;0.1;26.1;854.7;1.3;2.1;32.8;16.2;
28/10/2011;;;;;;;;;
29/10/2011;20.9;6.2;38.4;853.9;1.7;3.1;31;16.8;0.3
30/10/2011;21.9;5;33.3;853.9;1.3;2.6;28.4;13.8;0.3
31/10/2011;24.3;1.6;22.5;853.8;1.8;4.1;32.7;13.8;
01/11/2011;25.6;-1.3;17;854;1.7;2.6;34.5;13.5;
02/11/2011;26.9;-3.6;13.2;854.2;2.6;5.7;35.4;18.9;
03/11/2011;27.9;-1.4;14.7;853;2.1;3.6;36.7;17.9;
04/11/2011;22.7;0.3;22.6;853.8;2.6;5.1;36.7;16.2;
05/11/2011;22.3;-6;14.5;853.8;2.2;5.1;32.8;10.8;
06/11/2011;23.8;-7.5;11.9;854.1;2.2;3.1;34.4;9.8;
07/11/2011;26.1;-4.6;12.9;855.1;2;3.1;36.7;11.9;
08/11/2011;27.5;-0.9;15.6;854.7;1.9;3.6;37.5;14.5;
09/11/2011;27.4;0.8;17.7;853.4;1.4;2.6;37.5;15.6;
10/11/2011;27.1;5.8;25.8;851.8;2.2;3.6;36;19.3;
11/11/2011;26.9;0.1;17.4;852;2;3.1;36.6;18.4;
12/11/2011;27.9;-2.7;13.4;853.9;2.3;4.1;36.8;18.7;
13/11/2011;24.7;-7.6;11.2;853.7;2.1;3.1;36.8;17.7;
14/11/2011;25.9;-8.1;9.9;851.6;2.3;4.6;36.7;13.5;
15/11/2011;26;-6.8;11;851.3;1.8;3.1;36.9;12.3;
16/11/2011;25.4;2.1;22;853.1;2.3;3.1;36.9;13.2;
17/11/2011;25.2;11.2;41.5;855.2;3;4.1;34.5;20.8;1.8
18/11/2011;21.9;12.8;56.2;855.6;2.1;4.1;33.4;18.2;0.3
19/11/2011;25.8;10.8;39;854.1;1.5;3.6;32;19.7;
20/11/2011;21.8;16.3;71;854.5;1.4;2.1;32;18.7;21.8
21/11/2011;24.2;12.3;47.4;853.8;1.4;2.6;31.3;16.4;22.1
22/11/2011;24.8;8.2;34.7;852.8;1.8;3.6;33.4;18.1;0
23/11/2011;23.2;-0.4;20.9;852.3;1.5;3.6;33.4;12.9;
24/11/2011;24.3;1.9;23.1;853;2.4;5.1;32.5;13.6;
25/11/2011;24.9;4;25.8;853.7;2.4;3.6;33.3;17.9;0.3
26/11/2011;24.9;7.1;31.9;853.1;1.5;3.1;33.3;17.7;
27/11/2011;24;9.7;40.3;853.4;1.9;3.1;33.1;16.9;1
28/11/2011;23.7;10.9;44.7;854.4;2.3;4.6;32.7;18.9;6.1
29/11/2011;24.1;13.2;50.6;854.4;1.5;4.1;31.5;16.4;
30/11/2011;23.9;14;53.9;854.2;1.8;3.1;32.2;18.1;5.1
01/12/2011;23.7;14.1;55;854.2;2;3.1;32.2;17.6;7.6
02/12/2011;25.4;14;49.3;853.9;1.4;2.6;34.4;19.5;0
03/12/2011;25.4;14;49.3;852.4;2.1;3.6;34.4;18.5;
04/12/2011;21;16.8;76.8;853.3;2.3;6.2;33.4;18.4;19.1
05/12/2011;20.4;16.3;77.3;854.3;1.2;1.5;30.5;17.1;2.3
06/12/2011;20.3;16.7;79.8;854.9;1.1;2.1;25.7;17.2;6.9
07/12/2011;22.5;17.2;72.1;854;1.7;5.1;29.6;18.7;0.5
08/12/2011;21.8;16.7;72.7;852.4;1.9;2.6;29.9;19;3.3
09/12/2011;24.3;11.7;45.1;850.6;1.4;3.6;32;15.8;3.6
10/12/2011;25.4;2.1;21.8;;1.8;2.6;31;16;0
11/12/2011;23.8;5.7;31.2;;1.2;3.1;33;11;
12/12/2011;23.6;5.6;31.3;851;1.5;3.6;33.6;14.9;
13/12/2011;21.2;-0.9;22.8;852;2;4.1;33.1;11.6;
14/12/2011;20.5;-4.4;18.3;;1.9;4.1;30.5;8;
15/12/2011;16.5;-0.1;32.3;;1.2;1.5;30.5;8.8;
16/12/2011;;;;;;;;;
17/12/2011;22.3;1.8;25.9;854.4;1.3;3.1;34.4;14.5;
18/12/2011;;;;;;;;;
19/12/2011;;;;;;;;;
20/12/2011;;;;;;;;;
21/12/2011;;;;;;;;;
22/12/2011;;;;;;;;;
23/12/2011;;;;;;;;;
24/12/2011;25.4;7.9;32.9;853.1;1.8;6.2;33.9;13.4;
25/12/2011;23.7;10.2;42.5;853.9;2.1;6.2;33.9;16;5.1
26/12/2011;25;13.1;47.6;855;1.3;3.1;33.7;17.7;
27/12/2011;21.8;5.5;34.6;;1.2;1.5;32.6;21;
28/12/2011;;;;;;;;;
29/12/2011;;;;;;;;;
30/12/2011;;;;;;;;;
31/12/2011;;;;;;;;;
01/01/2012;;;;;;;;;
02/01/2012;;;;;;;;;
03/01/2012;;;;;;;;;
04/01/2012;29.3;3.9;19.8;;0.8;2.6;36.9;22;
05/01/2012;26.2;10;36.1;854.4;1.8;3.6;36.9;18;0.3
06/01/2012;26.6;11.8;39.8;854.6;1.3;4.1;36.9;21;0.3
07/01/2012;27.5;10.9;35.5;854.1;1.8;4.1;37.7;20.1;1.8
08/01/2012;24.2;14.4;54.6;854.7;1.3;2.1;37.7;18;5.3
09/01/2012;25.9;11.9;41.6;853.7;1.4;4.6;36.1;16;
10/01/2012;24.9;11.8;43.9;853.3;1.5;4.1;36.1;16.5;1
11/01/2012;24.4;12.8;48.5;853.4;1.7;3.6;35.5;19;0.3
12/01/2012;24.4;12.6;47.7;853.9;2.4;3.6;34;19;4.3
13/01/2012;22;14.6;62.9;853.9;1.5;4.1;32.9;18;4.3
14/01/2012;22.5;14.3;59.9;853.8;2;3.6;31.3;18;0.5
15/01/2012;20.9;15.8;72.8;853.7;1.5;3.6;31.3;18;9.9
16/01/2012;20.7;16.6;77.3;851.5;2.3;4.6;28.6;17.8;6.1
17/01/2012;20.8;16.1;74.4;850.9;2.4;4.6;29.1;17;8.1
18/01/2012;19.8;15.8;77.7;851.3;1.8;3.1;29.2;17;17.3
19/01/2012;19.9;15.9;78;851.9;1.4;4.1;29.2;17;0.3
20/01/2012;19.7;15.9;78.8;852;1.5;3.6;28.9;16;24.1
21/01/2012;20.9;16;73.4;851.5;1.7;3.6;28.9;17;2.8
22/01/2012;20.2;16.1;77.3;851.7;1.8;3.1;27.8;16;1.5
23/01/2012;19.3;16.2;82.5;853;1.5;3.6;25.7;16;10.9
24/01/2012;21.3;15.4;69.3;852.6;1.4;4.1;28.2;17;1.8
25/01/2012;20.1;13.7;66.7;852.7;1;2.6;28.2;16.6;
26/01/2012;;;;;;;;;
27/01/2012;26.6;7.6;29.9;852.2;1.8;3.6;31.9;13.3;
28/01/2012;22.8;14.1;57.7;852.6;2.1;4.6;31.9;16.9;
29/01/2012;22.7;13.8;57.2;851.8;2.1;4.1;30.4;17.6;
30/01/2012;22.1;14.2;60.9;851.2;1.5;4.1;30.7;17;1
31/01/2012;20.7;15.7;73.1;851.7;1.8;4.6;30.7;17;2.3
01/02/2012;17.7;15.7;88.1;851.9;2.3;3.6;22.5;14;27.7
02/02/2012;19.3;10.9;58.3;;1.9;3.6;26.6;13.6;0.3
03/02/2012;22;7.2;38.4;854.1;1.5;3.6;30.2;10.7;
04/02/2012;22.8;7.6;37.7;854.2;1.4;3.1;31.9;12;
05/02/2012;20.9;16.1;73.9;854;1.8;4.6;31.9;17;4.1
06/02/2012;20.3;17;81.4;852.9;1.3;3.1;30;16;22.4
07/02/2012;20.6;17.2;80.9;851.9;2.1;4.1;29;17.8;9.4
08/02/2012;20.7;17.3;80.7;852.3;1.2;4.1;29;17;1.8
09/02/2012;21;16.7;76.5;852.2;1.7;3.6;29.1;17;27.4
10/02/2012;20.9;16.1;73.9;851.4;1.8;3.6;29.1;17.1;
11/02/2012;18.6;15.3;81.5;852.2;1.1;3.1;27.2;14;19.8
12/02/2012;21.2;12.1;56.1;852.8;1.1;3.6;29.3;13;20.1
13/02/2012;13.5;12;90.6;;0.8;1.5;29.3;12;0
14/02/2012;25.3;9.6;37.1;853.4;1.4;2.1;31.2;13.2;
15/02/2012;23.3;11.2;46.5;853.2;2.2;4.1;31.2;18;0.3
16/02/2012;23.8;16.2;62.4;853.1;2.3;3.6;30.3;17;14.2
17/02/2012;20.4;17.1;81.2;852;1.5;2.6;30.2;17;15.2
18/02/2012;21.4;16.5;73.5;851.4;2.3;5.7;27;17.9;0.3
19/02/2012;;;;;;;;;
20/02/2012;;;;;;;;;
21/02/2012;23;16.9;68.5;853.1;2;3.6;29.6;16.4;3.3
22/02/2012;21.3;16.6;74.5;852.9;1.6;2.6;30.6;16;4.1
23/02/2012;24.6;16.5;60.8;851.9;2.6;3.6;31.4;17.7;0.3
24/02/2012;17.9;15.3;84.7;853.8;1.9;4.6;31.4;15.8;2.5
25/02/2012;20.1;15.9;76.9;854.3;1.2;3.6;26.5;15.2;3.3
26/02/2012;20.9;16.4;75.7;853.3;1.9;3.6;29.2;16.8;12.7
27/02/2012;20.6;16.2;75.7;853.2;2.1;3.6;29.2;16.8;12.7
28/02/2012;;;;;;;;;
29/02/2012;;;;;;;;;
01/03/2012;;;;;;;;;
02/03/2012;24.9;14.8;53.6;;2.1;4.1;28.2;15.5;
03/03/2012;23.3;15.2;60.5;;1.2;2.6;30.5;19.4;3.1
04/03/2012;23.7;14.2;55.4;852.8;1.9;3.1;31.3;15.4;0.3
05/03/2012;26.3;12.7;42.9;852.9;2.3;4.1;31.3;16.9;
06/03/2012;26;11.6;40.5;853.6;2.1;5.1;31.6;17.3;1.5
07/03/2012;24.2;13.3;50.6;853.9;2;3.1;31.6;15.7;0
08/03/2012;20.2;14.3;68.9;854.3;1.9;4.1;30.6;17;23.1
09/03/2012;25;12.8;46.6;866;1.6;3.1;30.2;16.4;0
10/03/2012;23.5;14.3;56.2;872.7;2.1;3.6;30;17.9;0.3
11/03/2012;25;12.7;46.4;855.3;2.6;4.6;31.4;18.1;2.5
12/03/2012;22.7;14;58.1;855;2;3.1;31.4;17.2;1.5
13/03/2012;20.4;15.6;73.6;855.8;2.1;3.6;30.2;16.9;15.5
14/03/2012;20.6;15.9;74.4;;2.3;5.1;27.8;15.7;0.5
15/03/2012;20.5;11.9;57.9;855;1.9;3.1;28.6;15.5;
16/03/2012;22.6;3.7;29.2;855.5;2;3.1;28.6;10.5;
17/03/2012;19.3;1.8;31.1;;;3.1;29.7;9.5;0
18/03/2012;;;;;;;;;
19/03/2012;24.5;13.3;49.6;;2;3.1;28.4;16.6;0
20/03/2012;24.2;11.6;45.2;856;2.3;3.6;31;16;2.3
21/03/2012;21.9;13.8;60.2;855.8;1.9;4.6;31;17;0.5
22/03/2012;24.8;11.5;43.4;855.1;3;4.1;29.2;15.8;
23/03/2012;23.2;12.4;50.6;855.3;1.5;3.1;29.6;17;
24/03/2012;20.9;13.6;62.9;855.8;1.7;3.1;29.8;14.4;
25/03/2012;21.1;14;63.9;855.3;1.9;5.1;29.8;16.6;
26/03/2012;21.1;16;72.8;853.4;2.1;4.1;27.5;17;2.3
27/03/2012;18.8;16.2;85.1;853.4;2;3.1;30.3;16;1
28/03/2012;20.4;11.8;57.7;;1.5;3.6;30.3;11;0
29/03/2012;18.8;10.6;58.7;874.3;1.2;3.1;28.5;11;
30/03/2012;19.7;6.3;41.7;854.1;1.8;3.1;27.8;8.3;
31/03/2012;10.2;7.3;82.3;;0.9;1.5;;9;
01/04/2012;;;;;;;;;
02/04/2012;21.2;6.6;38.6;857.8;1.7;3.6;28.2;12.6;
03/04/2012;18.1;7.4;49.9;858.1;2.1;4.6;29.1;12;
04/04/2012;19.2;7.3;46;857.5;2.2;5.1;27.4;14;
05/04/2012;19.8;6.1;40.8;856.9;2;3.6;27.3;11.3;
06/04/2012;20.1;7.4;43.7;856;1.3;3.6;28;15;
07/04/2012;19.7;8.8;49.2;853.9;1.6;3.1;28.5;12.7;
08/04/2012;16.8;8.1;56.2;853.4;1.2;3.1;28.4;12;
09/04/2012;21.8;9.1;44.1;853.8;1.4;3.6;30.1;13;
10/04/2012;20.7;9.8;49.8;854.8;2.1;3.6;30.1;14;
11/04/2012;20.9;8.7;45.5;855.8;1.7;3.6;30;15;
12/04/2012;;;;;;;;;
13/04/2012;;;;;;;;;
14/04/2012;;;;;;;;;
15/04/2012;;;;;;;;;
16/04/2012;;;;;;;;;
17/04/2012;;;;;;;;;
18/04/2012;;;;;;;;;
19/04/2012;;;;;;;;;
20/04/2012;;;;;;;;;
21/04/2012;14.8;9.6;71.2;;0.8;1;28.3;14;
22/04/2012;14.9;3.6;46.6;855.9;1.5;4.1;28.5;9.9;
23/04/2012;13.4;3.4;50.6;855;0.9;2.1;28.8;6.9;
24/04/2012;16.3;7.9;57.4;855.9;1.2;3.1;28.8;10;
25/04/2012;16.5;5.5;48.2;857.1;1.4;4.1;29.3;10.6;
26/04/2012;17;7.8;54.6;857.5;1.9;5.1;29.3;13;
27/04/2012;19.3;8.1;48.4;857.1;1.2;2.6;30.4;12.1;
28/04/2012;;;;;;;;;
29/04/2012;;;;;;;;;
30/04/2012;13.9;6.8;62.2;;1.4;3.1;;12;
01/05/2012;14.5;5.6;55;857.7;1;2.1;28.3;9.3;
02/05/2012;14.6;5;52.7;857.4;1.6;4.6;30;9;
03/05/2012;13.2;4.4;55.3;856.8;1.2;3.1;;8;
04/05/2012;14.9;3.7;46.8;857.4;1.1;2.6;28.7;9;
05/05/2012;13.9;3.8;50.5;857.7;1.2;3.6;20;10;
06/05/2012;18.5;2;33.2;858.4;2;4.1;31;11.2;
07/05/2012;19.2;1.6;30.7;859;2.7;4.6;30.4;11.5;
08/05/2012;18.9;2.7;34;858.3;2.4;4.1;28.5;12;
09/05/2012;17.9;2.6;35.9;857.6;2.7;5.1;28;11;
10/05/2012;17.8;1.5;33.5;858.7;2.5;5.1;26.5;11;
11/05/2012;17.7;-0.2;29.9;859.3;2.7;5.7;26.3;9.6;
12/05/2012;17.7;-0.6;28.9;858;2.4;5.1;26.9;10;
13/05/2012;18.8;0.7;29.6;856.3;1.3;3.6;27.4;10.8;
14/05/2012;18.6;1.1;31;856.4;1;2.1;28.5;7;
15/05/2012;18.2;-0.5;28.3;858.5;1.8;3.1;27.2;9.6;
16/05/2012;16.9;-1.4;28.5;859.4;2.4;5.1;27;9;
17/05/2012;16.7;-1.7;28.5;858;1.9;4.6;26.9;8;
18/05/2012;15.4;-2.3;29.5;856.7;0.8;1.5;27;5;
19/05/2012;15.7;-1.7;30.2;856.6;1;2.6;27.6;4.9;
20/05/2012;16.3;-1.6;29.5;856.5;1;2.1;28;5;
21/05/2012;16.4;-1.1;30.3;857.6;1.2;3.1;28.4;6.9;
22/05/2012;17.7;-0.4;29.3;858;1.8;3.1;28.5;9;
23/05/2012;15.3;-0.3;34.3;857.6;1.2;2.6;28.5;6;
24/05/2012;15.6;0;34.5;857.4;1.1;3.1;28.2;5;
25/05/2012;15.2;1.6;39.7;857.6;1.2;3.1;27.5;5;
26/05/2012;17;1.1;34.2;858.2;1.4;3.1;27.3;6;
27/05/2012;16.8;-0.7;30.4;859.4;1.8;3.1;27.3;8;
28/05/2012;16.8;-1.2;29.4;859;1.9;4.1;26.9;8;
29/05/2012;16.2;0.4;34.4;859.3;1.3;3.1;26.6;8.2;
30/05/2012;16.1;0;33.4;860.6;1.8;3.1;26.6;6;
31/05/2012;16.6;-0.9;30.3;860.9;2.7;5.7;26;10;
01/06/2012;15.7;-0.6;32.9;861;2.7;5.1;24.5;9.5;
02/06/2012;14.8;-2.1;31.2;862.2;3.3;5.7;24.3;9;
03/06/2012;13.9;-3.6;29.6;861.6;3.2;7.7;23.4;6;
04/06/2012;14.2;-4.7;26.7;859.9;2.5;6.2;23.9;6.7;
05/06/2012;15.4;-0.9;32.7;859.5;1.6;4.1;23.9;8;
06/06/2012;14.1;-1.7;33.5;858.8;0.8;2.1;24.3;4;
07/06/2012;13;-3.8;30.8;857.6;0.9;2.6;26.6;3.5;
08/06/2012;10.8;-6.4;29.3;856.5;1.3;3.1;27.3;0;0
09/06/2012;13.2;-2.8;32.7;857.5;1.2;3.1;24.9;3;0
10/06/2012;11.9;-4.9;30.5;860.4;2.7;5.1;24.9;5;
11/06/2012;10.6;-11.3;20.3;860.8;3.1;5.7;22.4;2;
12/06/2012;11.4;-11.6;18.8;859.1;1.9;5.1;23.5;0.4;
13/06/2012;13.5;-9.2;19.8;856.6;1.9;5.1;24.9;0.8;
14/06/2012;14.3;-7.3;21.7;857.1;1.5;3.6;25.4;5.9;
15/06/2012;14.2;-3.6;29.1;856.6;1.6;3.6;25.8;7.1;
16/06/2012;15;-1.6;31.9;;2;4.1;26.2;7;
17/06/2012;11.1;-4.7;32.7;854.8;1.3;4.1;25.2;0.9;
18/06/2012;13.5;-5.8;25.6;871.8;1.2;3.1;27.2;2;
19/06/2012;14.8;-2.3;30.6;855.6;2.1;5.1;25.5;5;
20/06/2012;13.2;-2.3;34.2;856;1.2;3.6;29;3;
21/06/2012;14.4;-4.3;27.2;882.6;1.9;5.1;29.4;3;
22/06/2012;11.3;-7.9;25.2;854.6;1.3;4.1;25.9;0.9;
23/06/2012;11.3;-11.3;19.4;856.5;1;3.1;25.3;-2.2;
24/06/2012;11.3;-12.7;17.3;868.9;0.8;3.1;24;-0.9;
25/06/2012;13.6;-10.9;17.2;875.1;1.2;3.1;27.8;-1.1;
26/06/2012;16.3;-8;18.1;859;1.5;2.6;27.9;8;
27/06/2012;17.4;-8.2;16.7;871.9;1.3;2.1;28.8;6.7;
28/06/2012;16.9;-10;14.9;860;1.7;3.6;29.2;7.4;
29/06/2012;16.4;-10.2;15.1;858.5;1.5;3.1;29.2;5.8;
30/06/2012;16.9;-4.3;23.1;857.9;1.8;3.6;29.3;5;
01/07/2012;16.4;-2.8;26.7;863.7;1.1;3.1;29;7;
02/07/2012;15.7;-3.6;26.4;876.3;0.8;2.6;29;4.7;
03/07/2012;15.1;-6.2;22.5;856.1;0.8;2.6;29;5;
04/07/2012;14.5;-6.3;23.2;855.9;0.7;2.1;27.1;3.9;
05/07/2012;16.7;-7.3;18.7;855.6;1.5;4.1;26.8;5.7;
06/07/2012;17.4;-2.2;26.3;855.4;1.9;4.1;27;10;
07/07/2012;11.4;-7;26.8;857.3;1.4;3.6;27;1;
08/07/2012;10.5;-4.7;34.1;859.2;2.7;4.1;21.3;1.5;
09/07/2012;11.7;-8.2;24.1;859.1;2.7;4.6;22;5;
10/07/2012;12.7;-4.8;29.2;875.3;1.8;4.6;26.8;1;
11/07/2012;17.3;3.1;38.6;903.8;2.1;4.6;27.4;6;
12/07/2012;;;;;;;;;
13/07/2012;;;;;;;;;
14/07/2012;;;;;;;;;
15/07/2012;;;;;;;;;
16/07/2012;;;;;;;;;
17/07/2012;;;;;;;;;
18/07/2012;;;;;;;;;
19/07/2012;;;;;;;;;
20/07/2012;;;;;;;;;
21/07/2012;;;;;;;;;
22/07/2012;;;;;;;;;
23/07/2012;;;;;;;;;
24/07/2012;;;;;;;;;
25/07/2012;;;;;;;;;
26/07/2012;;;;;;;;;
27/07/2012;;;;;;;;;
28/07/2012;;;;;;;;;
29/07/2012;;;;;;;;;
30/07/2012;;;;;;;;;
31/07/2012;;;;;;;;;
01/08/2012;;;;;;;;;
02/08/2012;;;;;;;;;
03/08/2012;;;;;;;;;
04/08/2012;;;;;;;;;
05/08/2012;;;;;;;;;
06/08/2012;;;;;;;;;
07/08/2012;;;;;;;;;
08/08/2012;;;;;;;;;
09/08/2012;;;;;;;;;
10/08/2012;;;;;;;;;
11/08/2012;17.8;-3.6;23;;2.7;5.1;25.8;4.1;
12/08/2012;15.1;-15.8;10.5;858.1;2.1;4.1;27.3;0;
13/08/2012;17.4;-7.6;17.4;;2.5;4.6;29.4;9;
14/08/2012;16.9;-5.2;21.6;856;2;5.7;29.4;7.4;
15/08/2012;11.3;-3.2;36.1;856.5;1.7;4.1;21;4;
16/08/2012;6.2;-3.7;49;;1;1.5;22.1;5.7;
17/08/2012;;;;;;;;;
18/08/2012;;;;;;;;;
19/08/2012;;;;;;;;;
20/08/2012;20.2;-1.4;23.4;;0.9;1.5;30.2;13;
21/08/2012;19.4;-2.6;22.5;856.8;1.4;4.6;30.6;8;
22/08/2012;19.6;-3.5;20.8;856.9;1.1;2.6;31.3;7;
23/08/2012;16.7;-4.7;22.8;857.4;0.9;2.6;31.3;8;
24/08/2012;;;;;;;;;
25/08/2012;21.8;-3.6;18;856.9;1.3;3.1;32.5;11;
26/08/2012;22.8;-4.7;15.6;856.5;1.6;4.1;32.1;17;
27/08/2012;20.3;-2;22.2;856.7;1.9;3.6;32.1;13.7;
28/08/2012;22;-0.9;21.7;856.7;2.4;5.7;31.1;14;
29/08/2012;20.7;-3.1;19.9;856.2;1.1;2.6;31.2;9;
30/08/2012;20.6;-6;16.2;855.9;1.3;2.6;32.4;9;
31/08/2012;20.9;-6.9;14.8;856;1.2;3.1;32.4;9;
01/09/2012;20.4;-8.2;13.8;857.2;0.9;2.6;33.3;7;
02/09/2012;23.2;-9.5;10.5;858.8;1.8;3.6;33.3;13.8;
03/09/2012;22.8;-9.4;10.8;858.2;1.2;2.6;34.1;10.5;
04/09/2012;22.5;-9.1;11.3;857.4;1.5;3.6;34.1;11;
05/09/2012;21.2;-17.1;6.4;856.4;1.8;3.6;33.8;8.3;
06/09/2012;19.2;-21.1;5.2;856.6;2;3.6;32.9;10;
07/09/2012;17.9;-17.3;7.7;857;1.4;3.6;31.2;8;
08/09/2012;18;-15.7;8.8;856.1;1.3;3.6;31;5;
09/09/2012;17.8;-12.7;11.3;855.7;1.6;4.1;30.5;3.9;
10/09/2012;17.5;-17.6;7.8;856.2;1.4;4.1;30.9;3;
11/09/2012;18.8;-18.1;6.8;857;1.4;4.1;31.8;4.9;
12/09/2012;18.8;-12.2;11.2;857.3;1.8;4.6;31.8;5;
13/09/2012;20.3;-11.7;10.5;856.5;1.6;4.1;33;6.4;
14/09/2012;22.2;-11.4;9.6;856.3;1.3;3.1;33.5;10.9;
15/09/2012;24.3;-4;15;856.5;2.2;4.1;33.5;14.2;
16/09/2012;24.8;-0.8;18.4;857.8;2.2;4.6;32.5;19.6;
17/09/2012;25.2;0.6;20;857.1;2.6;5.7;32.7;17;
18/09/2012;23.3;-1;19.9;855.9;1.4;3.6;32.7;13;
